clusterNumber1,Young,002,TaskA,0.561105
clusterNumber1,Young,002,TaskB,2.65645
clusterNumber1,Young,002,TaskB-A,2.09534
clusterNumber1,Young,003,TaskA,1.23605
clusterNumber1,Young,003,TaskB,1.73363
clusterNumber1,Young,003,TaskB-A,0.497575
clusterNumber1,Young,004,TaskA,0.43379
clusterNumber1,Young,004,TaskB,2.12505
clusterNumber1,Young,004,TaskB-A,1.69126
clusterNumber1,Young,005,TaskA,-1.79034
clusterNumber1,Young,005,TaskB,0.378724
clusterNumber1,Young,005,TaskB-A,2.16906
clusterNumber1,Young,006,TaskA,1.26608
clusterNumber1,Young,006,TaskB,2.21717
clusterNumber1,Young,006,TaskB-A,0.951092
clusterNumber1,Young,007,TaskA,-0.677739
clusterNumber1,Young,007,TaskB,-0.17197
clusterNumber1,Young,007,TaskB-A,0.505769
clusterNumber1,Young,008,TaskA,-0.10611
clusterNumber1,Young,008,TaskB,1.98878
clusterNumber1,Young,008,TaskB-A,2.09489
clusterNumber1,Young,009,TaskA,1.55329
clusterNumber1,Young,009,TaskB,0.972899
clusterNumber1,Young,009,TaskB-A,-0.580395
clusterNumber1,Young,011,TaskA,0.305303
clusterNumber1,Young,011,TaskB,-0.270416
clusterNumber1,Young,011,TaskB-A,-0.575719
clusterNumber1,Young,012,TaskA,0.135175
clusterNumber1,Young,012,TaskB,1.92714
clusterNumber1,Young,012,TaskB-A,1.79197
clusterNumber1,Young,013,TaskA,1.38421
clusterNumber1,Young,013,TaskB,2.30235
clusterNumber1,Young,013,TaskB-A,0.918142
clusterNumber1,Young,014,TaskA,0.248736
clusterNumber1,Young,014,TaskB,3.36124
clusterNumber1,Young,014,TaskB-A,3.1125
clusterNumber1,Young,015,TaskA,-2.11662
clusterNumber1,Young,015,TaskB,-0.666388
clusterNumber1,Young,015,TaskB-A,1.45023
clusterNumber1,Young,016,TaskA,0.514781
clusterNumber1,Young,016,TaskB,1.44365
clusterNumber1,Young,016,TaskB-A,0.928874
clusterNumber1,Young,017,TaskA,-4.22973
clusterNumber1,Young,017,TaskB,1.8878
clusterNumber1,Young,017,TaskB-A,6.11753
clusterNumber1,Old,101,TaskA,0.0203722
clusterNumber1,Old,101,TaskB,-1.04452
clusterNumber1,Old,101,TaskB-A,-1.06489
clusterNumber1,Old,102,TaskA,-0.144412
clusterNumber1,Old,102,TaskB,-1.54178
clusterNumber1,Old,102,TaskB-A,-1.39737
clusterNumber1,Old,103,TaskA,0.0686476
clusterNumber1,Old,103,TaskB,-0.018998
clusterNumber1,Old,103,TaskB-A,-0.0876456
clusterNumber1,Old,104,TaskA,0.297543
clusterNumber1,Old,104,TaskB,-0.463331
clusterNumber1,Old,104,TaskB-A,-0.760874
clusterNumber1,Old,107,TaskA,0.19913
clusterNumber1,Old,107,TaskB,-1.17223
clusterNumber1,Old,107,TaskB-A,-1.37136
clusterNumber1,Old,108,TaskA,0.0401028
clusterNumber1,Old,108,TaskB,-0.395125
clusterNumber1,Old,108,TaskB-A,-0.435227
clusterNumber1,Old,109,TaskA,-0.534043
clusterNumber1,Old,109,TaskB,-1.19203
clusterNumber1,Old,109,TaskB-A,-0.657985
clusterNumber1,Old,110,TaskA,-0.908902
clusterNumber1,Old,110,TaskB,-0.712586
clusterNumber1,Old,110,TaskB-A,0.196316
clusterNumber1,Old,112,TaskA,1.14735
clusterNumber1,Old,112,TaskB,0.500304
clusterNumber1,Old,112,TaskB-A,-0.647044
clusterNumber1,Old,113,TaskA,-0.809987
clusterNumber1,Old,113,TaskB,-1.42246
clusterNumber1,Old,113,TaskB-A,-0.612477
clusterNumber1,Old,114,TaskA,0.090063
clusterNumber1,Old,114,TaskB,-0.900284
clusterNumber1,Old,114,TaskB-A,-0.990347
clusterNumber1,Old,116,TaskA,0.532155
clusterNumber1,Old,116,TaskB,0.421458
clusterNumber1,Old,116,TaskB-A,-0.110696
clusterNumber1,Old,117,TaskA,0.632431
clusterNumber1,Old,117,TaskB,0.318624
clusterNumber1,Old,117,TaskB-A,-0.313807
clusterNumber1,Old,118,TaskA,1.5155
clusterNumber1,Old,118,TaskB,-1.07375
clusterNumber1,Old,118,TaskB-A,-2.58925
clusterNumber1,Old,119,TaskA,1.13156
clusterNumber1,Old,119,TaskB,1.19971
clusterNumber1,Old,119,TaskB-A,0.068151
